morph_id,morph,position,in_cells,in_forms,language_id
mizoM11,i ⁵,pre,2.sg.fut.aff; 2.sg.3.sg.fut.aff; 2.sg.3.pl.fut.aff; 2.sg.fut.neg; 2.sg.3.sg.fut.neg; 2.sg.3.pl.fut.neg; 2.sg.nfut.aff; 2.sg.3.sg.nfut.aff; 2.sg.3.pl.nfut.aff; 2.sg.nfut.neg; 2.sg.3.sg.nfut.neg; 2.sg.3.pl.nfut.neg,mizo034; mizo048; mizo050; mizo106; mizo120; mizo122; mizo178; mizo192; mizo194; mizo250; mizo264; mizo266,mizo
mizoM12,k a ¹,pre,1.sg.fut.aff; 1.pl.fut.aff; 1.sg.2.sg.fut.aff; 1.sg.2.pl.fut.aff; 1.pl.2.sg.fut.aff; 1.pl.2.pl.fut.aff; 1.sg.3.sg.fut.aff; 1.sg.3.pl.fut.aff; 1.pl.3.sg.fut.aff; 1.pl.3.pl.fut.aff; 1.sg.fut.neg; 1.pl.fut.neg; 1.sg.2.sg.fut.neg; 1.sg.2.pl.fut.neg; 1.sg.3.pl.fut.neg; 1.pl.2.sg.fut.neg; 1.pl.2.pl.fut.neg; 1.sg.3.sg.fut.neg; 1.pl.3.sg.fut.neg; 1.pl.3.pl.fut.neg; 1.sg.nfut.aff; 1.pl.nfut.aff; 1.sg.2.sg.nfut.aff; 1.sg.2.pl.nfut.aff; 1.pl.2.sg.nfut.aff; 1.pl.2.pl.nfut.aff; 1.sg.3.sg.nfut.aff; 1.sg.3.pl.nfut.aff; 1.pl.3.sg.nfut.aff; 1.pl.3.pl.nfut.aff; 1.sg.nfut.neg; 1.pl.nfut.neg; 1.sg.2.sg.nfut.neg; 1.sg.2.pl.nfut.neg; 1.pl.2.sg.nfut.neg; 1.pl.2.pl.nfut.neg; 1.sg.3.sg.nfut.neg; 1.sg.3.pl.nfut.neg; 1.pl.3.sg.nfut.neg; 1.pl.3.pl.nfut.neg,mizo013; mizo015; mizo017; mizo019; mizo021; mizo023; mizo025; mizo027; mizo029; mizo031; mizo085; mizo087; mizo089; mizo091; mizo092; mizo095; mizo097; mizo099; mizo101; mizo103; mizo157; mizo159; mizo161; mizo163; mizo165; mizo167; mizo169; mizo171; mizo173; mizo175; mizo229; mizo231; mizo233; mizo235; mizo237; mizo239; mizo241; mizo243; mizo245; mizo247,mizo
mizoM13,k a ¹⁵,pre,1.pl.fut.aff; 1.pl.2.sg.fut.aff; 1.pl.2.pl.fut.aff; 1.pl.3.sg.fut.aff; 1.pl.3.pl.fut.aff; 1.pl.fut.neg; 1.pl.2.sg.fut.neg; 1.pl.2.pl.fut.neg; 1.pl.3.sg.fut.neg; 1.pl.3.pl.fut.neg; 1.pl.nfut.aff; 1.pl.2.sg.nfut.aff; 1.pl.2.pl.nfut.aff; 1.pl.3.sg.nfut.aff; 1.pl.3.pl.nfut.aff; 1.pl.nfut.neg; 1.pl.2.sg.nfut.neg; 1.pl.2.pl.nfut.neg; 1.pl.3.sg.nfut.neg; 1.pl.3.pl.nfut.neg,mizo016; mizo022; mizo024; mizo030; mizo032; mizo088; mizo096; mizo098; mizo102; mizo104; mizo160; mizo166; mizo168; mizo174; mizo176; mizo232; mizo238; mizo240; mizo246; mizo248,mizo
mizoM14,k a ⁵,pre,1.sg.fut.aff; 1.sg.2.sg.fut.aff; 1.sg.2.pl.fut.aff; 1.sg.3.sg.fut.aff; 1.sg.3.pl.fut.aff; 1.sg.fut.neg; 1.sg.2.sg.fut.neg; 1.sg.2.pl.fut.neg; 1.sg.3.pl.fut.neg; 1.sg.3.sg.fut.neg; 1.sg.nfut.aff; 1.sg.2.sg.nfut.aff; 1.sg.2.pl.nfut.aff; 1.sg.3.sg.nfut.aff; 1.sg.3.pl.nfut.aff; 1.sg.nfut.neg; 1.sg.2.sg.nfut.neg; 1.sg.2.pl.nfut.neg; 1.sg.3.sg.nfut.neg; 1.sg.3.pl.nfut.neg,mizo014; mizo018; mizo020; mizo026; mizo028; mizo086; mizo090; mizo093; mizo094; mizo100; mizo158; mizo162; mizo164; mizo170; mizo172; mizo230; mizo234; mizo236; mizo242; mizo244,mizo
mizoM15,k ei ¹,free,1.pl,mizo004,mizo
mizoM16,k ei ¹⁵,free,1.sg; 1.sg; 1.pl,mizo001; mizo002; mizo003,mizo
mizoM17,l ou ¹,post,1.sg.fut.neg; 1.sg.fut.neg; 1.pl.fut.neg; 1.pl.fut.neg; 1.sg.2.sg.fut.neg; 1.sg.2.sg.fut.neg; 1.sg.2.pl.fut.neg; 1.sg.3.pl.fut.neg; 1.sg.2.pl.fut.neg; 1.sg.3.pl.fut.neg; 1.pl.2.sg.fut.neg; 1.pl.2.sg.fut.neg; 1.pl.2.pl.fut.neg; 1.pl.2.pl.fut.neg; 1.sg.3.sg.fut.neg; 1.sg.3.sg.fut.neg; 1.pl.3.sg.fut.neg; 1.pl.3.sg.fut.neg; 1.pl.3.pl.fut.neg; 1.pl.3.pl.fut.neg; 2.sg.fut.neg; 2.sg.fut.neg; 2.pl.fut.neg; 2.pl.fut.neg; 2.sg.1.sg.fut.neg; 2.sg.1.sg.fut.neg; 2.sg.1.sg.fut.neg; 2.sg.1.sg.fut.neg; 2.sg.1.pl.fut.neg; 2.sg.1.pl.fut.neg; 2.pl.1.sg.fut.neg; 2.pl.1.sg.fut.neg; 2.pl.1.pl.fut.neg; 2.pl.1.pl.fut.neg; 2.sg.3.sg.fut.neg; 2.sg.3.sg.fut.neg; 2.sg.3.pl.fut.neg; 2.sg.3.pl.fut.neg; 2.pl.3.sg.fut.neg; 2.pl.3.sg.fut.neg; 2.pl.3.pl.fut.neg; 2.pl.3.pl.fut.neg; 3.sg.fut.neg; 3.sg.fut.neg; 3.pl.fut.neg; 3.pl.fut.neg; 3.sg.1.sg.fut.neg; 3.sg.1.sg.fut.neg; 3.sg.1.sg.fut.neg; 3.sg.1.sg.fut.neg; 3.sg.1.pl.fut.neg; 3.sg.1.pl.fut.neg; 3.pl.1.sg.fut.neg; 3.pl.1.sg.fut.neg; 3.pl.1.pl.fut.neg; 3.pl.1.pl.fut.neg; 3.sg.2.sg.fut.neg; 3.sg.2.sg.fut.neg; 3.sg.2.pl.fut.neg; 3.sg.2.pl.fut.neg; 3.pl.2.sg.fut.neg; 3.pl.2.sg.fut.neg; 3.pl.2.pl.fut.neg; 3.pl.2.pl.fut.neg; 3.sg.3.sg.fut.neg; 3.sg.3.sg.fut.neg; 3.sg.3.pl.fut.neg; 3.sg.3.pl.fut.neg; 3.pl.3.sg.fut.neg; 3.pl.3.sg.fut.neg; 3.pl.3.pl.fut.neg; 3.pl.3.pl.fut.neg; 1.sg.nfut.neg; 1.sg.nfut.neg; 1.pl.nfut.neg; 1.pl.nfut.neg; 1.sg.2.sg.nfut.neg; 1.sg.2.sg.nfut.neg; 1.sg.2.pl.nfut.neg; 1.sg.2.pl.nfut.neg; 1.pl.2.sg.nfut.neg; 1.pl.2.sg.nfut.neg; 1.pl.2.pl.nfut.neg; 1.pl.2.pl.nfut.neg; 1.sg.3.sg.nfut.neg; 1.sg.3.sg.nfut.neg; 1.sg.3.pl.nfut.neg; 1.sg.3.pl.nfut.neg; 1.pl.3.sg.nfut.neg; 1.pl.3.sg.nfut.neg; 1.pl.3.pl.nfut.neg; 1.pl.3.pl.nfut.neg; 2.sg.nfut.neg; 2.sg.nfut.neg; 2.pl.nfut.neg; 2.pl.nfut.neg; 2.sg.1.sg.nfut.neg; 2.sg.1.sg.nfut.neg; 2.sg.1.sg.nfut.neg; 2.sg.1.sg.nfut.neg; 2.sg.1.pl.nfut.neg; 2.sg.1.pl.nfut.neg; 2.pl.1.sg.nfut.neg; 2.pl.1.sg.nfut.neg; 2.pl.1.pl.nfut.neg; 2.pl.1.pl.nfut.neg; 2.sg.3.sg.nfut.neg; 2.sg.3.sg.nfut.neg; 2.sg.3.pl.nfut.neg; 2.sg.3.pl.nfut.neg; 2.pl.3.sg.nfut.neg; 2.pl.3.sg.nfut.neg; 2.pl.3.pl.nfut.neg; 2.pl.3.pl.nfut.neg; 3.sg.nfut.neg; 3.sg.nfut.neg; 3.pl.nfut.neg; 3.pl.nfut.neg; 3.sg.1.sg.nfut.neg; 3.sg.1.sg.nfut.neg; 3.sg.1.sg.nfut.neg; 3.sg.1.sg.nfut.neg; 3.sg.1.pl.nfut.neg; 3.sg.1.pl.nfut.neg; 3.pl.1.sg.nfut.neg; 3.pl.1.sg.nfut.neg; 3.pl.1.pl.nfut.neg; 3.pl.1.pl.nfut.neg; 3.sg.2.sg.nfut.neg; 3.sg.2.sg.nfut.neg; 3.sg.2.pl.nfut.neg; 3.sg.2.pl.nfut.neg; 3.pl.2.sg.nfut.neg; 3.pl.2.sg.nfut.neg; 3.pl.2.pl.nfut.neg; 3.pl.2.pl.nfut.neg; 3.sg.3.sg.nfut.neg; 3.sg.3.sg.nfut.neg; 3.sg.3.pl.nfut.neg; 3.sg.3.pl.nfut.neg; 3.pl.3.sg.nfut.neg; 3.pl.3.sg.nfut.neg; 3.pl.3.pl.nfut.neg; 3.pl.3.pl.nfut.neg,mizo085; mizo086; mizo087; mizo088; mizo089; mizo090; mizo091; mizo092; mizo093; mizo094; mizo095; mizo096; mizo097; mizo098; mizo099; mizo100; mizo101; mizo102; mizo103; mizo104; mizo105; mizo106; mizo107; mizo108; mizo109; mizo110; mizo111; mizo112; mizo113; mizo114; mizo115; mizo116; mizo117; mizo118; mizo119; mizo120; mizo121; mizo122; mizo123; mizo124; mizo125; mizo126; mizo127; mizo128; mizo129; mizo130; mizo131; mizo132; mizo133; mizo134; mizo135; mizo136; mizo137; mizo138; mizo139; mizo140; mizo141; mizo142; mizo143; mizo144; mizo145; mizo146; mizo147; mizo148; mizo149; mizo150; mizo151; mizo152; mizo153; mizo154; mizo155; mizo156; mizo229; mizo230; mizo231; mizo232; mizo233; mizo234; mizo235; mizo236; mizo237; mizo238; mizo239; mizo240; mizo241; mizo242; mizo243; mizo244; mizo245; mizo246; mizo247; mizo248; mizo249; mizo250; mizo251; mizo252; mizo253; mizo254; mizo255; mizo256; mizo257; mizo258; mizo259; mizo260; mizo261; mizo262; mizo263; mizo264; mizo265; mizo266; mizo267; mizo268; mizo269; mizo270; mizo271; mizo272; mizo273; mizo274; mizo275; mizo276; mizo277; mizo278; mizo279; mizo280; mizo281; mizo282; mizo283; mizo284; mizo285; mizo286; mizo287; mizo288; mizo289; mizo290; mizo291; mizo292; mizo293; mizo294; mizo295; mizo296; mizo297; mizo298; mizo299; mizo300,mizo
mizoM18,m a ¹ ʔ,free,1.sg; 1.pl; 2.sg; 2.pl; 3.sg; 3.pl,mizo001; mizo003; mizo005; mizo007; mizo009; mizo011,mizo
mizoM19,m i ¹,pre,2.sg.1.sg.fut.aff; 3.sg.1.sg.fut.aff; 2.sg.1.sg.fut.neg; 3.sg.1.sg.fut.neg; 2.sg.1.sg.nfut.aff; 3.sg.1.sg.nfut.aff; 2.sg.1.sg.nfut.neg; 3.sg.1.sg.nfut.neg,mizo038; mizo060; mizo110; mizo132; mizo181; mizo203; mizo254; mizo276,mizo
mizoM20,m i ¹ n,pre,2.sg.1.sg.fut.aff; 2.sg.1.pl.fut.aff; 2.pl.1.sg.fut.aff; 2.pl.1.pl.fut.aff; 3.sg.1.sg.fut.aff; 3.sg.1.pl.fut.aff; 3.pl.1.sg.fut.aff; 3.pl.1.pl.fut.aff; 2.sg.1.sg.fut.neg; 2.sg.1.pl.fut.neg; 2.pl.1.sg.fut.neg; 2.pl.1.pl.fut.neg; 3.sg.1.sg.fut.neg; 3.sg.1.pl.fut.neg; 3.pl.1.sg.fut.neg; 3.pl.1.pl.fut.neg; 2.sg.1.sg.nfut.aff; 2.sg.1.pl.nfut.aff; 2.pl.1.sg.nfut.aff; 2.pl.1.pl.nfut.aff; 3.sg.1.sg.nfut.aff; 3.sg.1.pl.nfut.aff; 3.pl.1.sg.nfut.aff; 3.pl.1.pl.nfut.aff; 2.sg.1.sg.nfut.neg; 2.sg.1.pl.nfut.neg; 2.pl.1.sg.nfut.neg; 2.pl.1.pl.nfut.neg; 3.sg.1.sg.nfut.neg; 3.sg.1.pl.nfut.neg; 3.pl.1.sg.nfut.neg; 3.pl.1.pl.nfut.neg,mizo037; mizo041; mizo043; mizo045; mizo059; mizo063; mizo065; mizo067; mizo109; mizo113; mizo115; mizo117; mizo131; mizo135; mizo137; mizo139; mizo182; mizo185; mizo187; mizo189; mizo204; mizo207; mizo209; mizo211; mizo253; mizo257; mizo259; mizo261; mizo275; mizo279; mizo281; mizo283,mizo
