grapheme_id,language_id
-,mizo
k,mizo
l,mizo
m,mizo
m̥,mizo
n,mizo
r,mizo
s,mizo
t,mizo
ts,mizo
à,mizo
á,mizo
è,mizo
èi,mizo
é,mizo
ì,mizo
í,mizo
î,mizo
òu,mizo
ù,mizo
ú,mizo
ěi,mizo
ŋ,mizo
ǎ,mizo
ǐ,mizo
Ɂ,mizo
̀,mizo
́,mizo
̌,mizo
Σ,mizo
