form_id,lexeme,cell,source_form,orth_form,analysed_orth_form,phon_form,analysed_phon_form,variants_tag,source,page,language_id
mizo001,no_stem,1.sg,kěimàɁ,kěimàɁ,kěi+màɁ,k ei ¹⁵ m a ¹ ʔ,k ei ¹⁵ + m a ¹ ʔ,pragm_marked,Lalhminghlui2026Mizo,nopage,mizo
mizo002,no_stem,1.sg,kěi,kěi,kěi,k ei ¹⁵,k ei ¹⁵,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo003,no_stem,1.pl,kěimàɁnî,kěimàɁnî,kěi+màɁ+nî,k ei ¹⁵ m a ¹ ʔ n i ⁵¹,k ei ¹⁵ + m a ¹ ʔ + n i ⁵¹,pragm_marked,Lalhminghlui2026Mizo,nopage,mizo
mizo004,no_stem,1.pl,kèinî,kèinî,kèi+nî,k ei ¹ n i ⁵¹,k ei ¹ + n i ⁵¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo005,no_stem,2.sg,nǎŋmàɁ,nǎŋmàɁ,nǎŋ+màɁ,n a ¹⁵ ŋ m a ¹ ʔ,n a ¹⁵ ŋ + m a ¹ ʔ,pragm_marked,Lalhminghlui2026Mizo,nopage,mizo
mizo006,no_stem,2.sg,nǎŋ,nǎŋ,nǎŋ,n a ¹⁵ ŋ,n a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo007,no_stem,2.pl,nǎŋmàɁnî,nǎŋmàɁnî,nǎŋ+màɁ+nî,n a ¹⁵ ŋ m a ¹ ʔ n i ⁵¹,n a ¹⁵ ŋ + m a ¹ ʔ + n i ⁵¹,pragm_marked,Lalhminghlui2026Mizo,nopage,mizo
mizo008,no_stem,2.pl,nàŋnî,nàŋnî,nàŋ+nî,n a ¹ ŋ n i ⁵¹,n a ¹ ŋ + n i ⁵¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo009,no_stem,3.sg,ámàɁ,ámàɁ,á+màɁ,a ⁵ m a ¹ ʔ,a ⁵ + m a ¹ ʔ,pragm_marked,Lalhminghlui2026Mizo,nopage,mizo
mizo010,no_stem,3.sg,ánî,ánî,á+nî,a ⁵ n i ⁵¹,a ⁵ + n i ⁵¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo011,no_stem,3.pl,ǎnmàɁnî,ǎnmàɁnî,ǎn+màɁ+nî,a ¹⁵ n m a ¹ ʔ n i ⁵¹,a ¹⁵ n + m a ¹ ʔ + n i ⁵¹,pragm_marked,Lalhminghlui2026Mizo,nopage,mizo
mizo012,no_stem,3.pl,ànnî,ànnî,àn+nî,a ¹ n n i ⁵¹,a ¹ n + n i ⁵¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo013,kal,1.sg.fut.aff,kà kál ǎŋ,kà Σ ǎŋ,kà+Σ+ǎŋ,k a ¹ Σ a ¹⁵ ŋ,k a ¹ + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo014,tʰo:,1.sg.fut.aff,ká tʰò: ǎŋ,ká Σ ǎŋ,ká+Σ+ǎŋ,k a ⁵ Σ a ¹⁵ ŋ,k a ⁵ + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo015,kal,1.pl.fut.aff,kàn kál ǎŋ,kàn Σ ǎŋ,kà+n+Σ+ǎŋ,k a ¹ n Σ a ¹⁵ ŋ,k a ¹ + n + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo016,tʰo:,1.pl.fut.aff,kǎn tʰò: ǎŋ,kǎn Σ ǎŋ,kǎ+n+Σ+ǎŋ,k a ¹⁵ n Σ a ¹⁵ ŋ,k a ¹⁵ + n + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo017,ei,1.sg.2.sg.fut.aff,kà éi àŋ tsé,kà Σ àŋ tsé,kà+Σ+àŋ+tsé,k a ¹ Σ a ¹ ŋ ts e ⁵,k a ¹ + Σ + a ¹ ŋ + ts e ⁵,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo018,mu,1.sg.2.sg.fut.aff,ká m̥ù àŋ tsé,ká Σ àŋ tsé,ká+Σ+àŋ+tsé,k a ⁵ Σ a ¹ ŋ ts e ⁵,k a ⁵ + Σ + a ¹ ŋ + ts e ⁵,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo019,ei,1.sg.2.pl.fut.aff,kà éi àŋ tsé ú,kà Σ àŋ tsé ú,kà+Σ+àŋ+tsé+ú,k a ¹ Σ a ¹ ŋ ts e ⁵ u ⁵,k a ¹ + Σ + a ¹ ŋ + ts e ⁵ + u ⁵,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo020,mu,1.sg.2.pl.fut.aff,ká m̥ù àŋ tsé ú,ká Σ àŋ tsé ú,ká+Σ+àŋ+tsé+ú,k a ⁵ Σ a ¹ ŋ ts e ⁵ u ⁵,k a ⁵ + Σ + a ¹ ŋ + ts e ⁵ + u ⁵,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo021,ei,1.pl.2.sg.fut.aff,kàn éi àŋ tsé,kàn Σ àŋ tsé,kà+n+Σ+àŋ+tsé,k a ¹ n Σ a ¹ ŋ ts e ⁵,k a ¹ + n + Σ + a ¹ ŋ + ts e ⁵,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo022,mu,1.pl.2.sg.fut.aff,kǎn m̥ù àŋ tsé,kǎn Σ àŋ tsé,kǎ+n+Σ+àŋ+tsé,k a ¹⁵ n Σ a ¹ ŋ ts e ⁵,k a ¹⁵ + n + Σ + a ¹ ŋ + ts e ⁵,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo023,ei,1.pl.2.pl.fut.aff,kàn éi àŋ tsé ú,kàn Σ àŋ tsé ú,kà+n+Σ+àŋ+tsé+ú,k a ¹ n Σ a ¹ ŋ ts e ⁵ u ⁵,k a ¹ + n + Σ + a ¹ ŋ + ts e ⁵ + u ⁵,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo024,mu,1.pl.2.pl.fut.aff,kǎn m̥ù àŋ tsé ú,kǎn Σ àŋ tsé ú,kǎ+n+Σ+àŋ+tsé+ú,k a ¹⁵ n Σ a ¹ ŋ ts e ⁵ u ⁵,k a ¹⁵ + n + Σ + a ¹ ŋ + ts e ⁵ + u ⁵,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo025,ei,1.sg.3.sg.fut.aff,kà éi ǎŋ,kà Σ ǎŋ,kà+Σ+ǎŋ,k a ¹ Σ a ¹⁵ ŋ,k a ¹ + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo026,mu,1.sg.3.sg.fut.aff,ká m̥ù ǎŋ,ká Σ ǎŋ,ká+Σ+ǎŋ,k a ⁵ Σ a ¹⁵ ŋ,k a ⁵ + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo027,ei,1.sg.3.pl.fut.aff,kà éi ǎŋ,kà Σ ǎŋ,kà+Σ+ǎŋ,k a ¹ Σ a ¹⁵ ŋ,k a ¹ + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo028,mu,1.sg.3.pl.fut.aff,ká m̥ù ǎŋ,ká Σ ǎŋ,ká+Σ+ǎŋ,k a ⁵ Σ a ¹⁵ ŋ,k a ⁵ + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo029,ei,1.pl.3.sg.fut.aff,kàn éi ǎŋ,kàn Σ ǎŋ,kà+n+Σ+ǎŋ,k a ¹ n Σ a ¹⁵ ŋ,k a ¹ + n + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo030,mu,1.pl.3.sg.fut.aff,kǎn m̥ù ǎŋ,kǎn Σ ǎŋ,kǎ+n+Σ+ǎŋ,k a ¹⁵ n Σ a ¹⁵ ŋ,k a ¹⁵ + n + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo031,ei,1.pl.3.pl.fut.aff,kàn éi ǎŋ,kàn Σ ǎŋ,kà+n+Σ+ǎŋ,k a ¹ n Σ a ¹⁵ ŋ,k a ¹ + n + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo032,mu,1.pl.3.pl.fut.aff,kǎn m̥ù ǎŋ,kǎn Σ ǎŋ,kǎ+n+Σ+ǎŋ,k a ¹⁵ n Σ a ¹⁵ ŋ,k a ¹⁵ + n + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo033,kal,2.sg.fut.aff,ì kál ǎŋ,ì Σ ǎŋ,ì+Σ+ǎŋ,i ¹ Σ a ¹⁵ ŋ,i ¹ + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo034,tʰo:,2.sg.fut.aff,í tʰò: ǎŋ,í Σ ǎŋ,í+Σ+ǎŋ,i ⁵ Σ a ¹⁵ ŋ,i ⁵ + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo035,kal,2.pl.fut.aff,ìn kál ǎŋ,ìn Σ ǎŋ,ì+n+Σ+ǎŋ,i ¹ n Σ a ¹⁵ ŋ,i ¹ + n + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo036,tʰo:,2.pl.fut.aff,ǐn tʰò: ǎŋ,ǐn Σ ǎŋ,ǐ+n+Σ+ǎŋ,i ¹⁵ n Σ a ¹⁵ ŋ,i ¹⁵ + n + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo037,ei,2.sg.1.sg.fut.aff,mìn éi ǎŋ,mìn Σ ǎŋ,mìn+Σ+ǎŋ,m i ¹ n Σ a ¹⁵ ŋ,m i ¹ n + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo038,ei,2.sg.1.sg.fut.aff,mì éi ǎŋ,mì Σ ǎŋ,mì+Σ+ǎŋ,m i ¹ Σ a ¹⁵ ŋ,m i ¹ + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo039,mu,2.sg.1.sg.fut.aff,mǐn m̥ù ǎŋ,mǐn Σ ǎŋ,mǐn+Σ+ǎŋ,m i ¹⁵ n Σ a ¹⁵ ŋ,m i ¹⁵ n + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo040,mu,2.sg.1.sg.fut.aff,mí m̥ù ǎŋ,mí Σ ǎŋ,mí+Σ+ǎŋ,m i ⁵ Σ a ¹⁵ ŋ,m i ⁵ + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo041,ei,2.sg.1.pl.fut.aff,mìn éi ǎŋ,mìn Σ ǎŋ,mìn+Σ+ǎŋ,m i ¹ n Σ a ¹⁵ ŋ,m i ¹ n + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo042,mu,2.sg.1.pl.fut.aff,mǐn m̥ù ǎŋ,mǐn Σ ǎŋ,mǐn+Σ+ǎŋ,m i ¹⁵ n Σ a ¹⁵ ŋ,m i ¹⁵ n + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo043,ei,2.pl.1.sg.fut.aff,mìn éi ǎŋ,mìn Σ ǎŋ,mìn+Σ+ǎŋ,m i ¹ n Σ a ¹⁵ ŋ,m i ¹ n + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo044,mu,2.pl.1.sg.fut.aff,mǐn m̥ù ǎŋ,mǐn Σ ǎŋ,mǐn+Σ+ǎŋ,m i ¹⁵ n Σ a ¹⁵ ŋ,m i ¹⁵ n + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo045,ei,2.pl.1.pl.fut.aff,mìn éi ǎŋ,mìn Σ ǎŋ,mìn+Σ+ǎŋ,m i ¹ n Σ a ¹⁵ ŋ,m i ¹ n + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo046,mu,2.pl.1.pl.fut.aff,mǐn m̥ù ǎŋ,mǐn Σ ǎŋ,mǐn+Σ+ǎŋ,m i ¹⁵ n Σ a ¹⁵ ŋ,m i ¹⁵ n + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo047,ei,2.sg.3.sg.fut.aff,ì éi ǎŋ,ì Σ ǎŋ,ì+Σ+ǎŋ,i ¹ Σ a ¹⁵ ŋ,i ¹ + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo048,mu,2.sg.3.sg.fut.aff,í m̥ù ǎŋ,í Σ ǎŋ,í+Σ+ǎŋ,i ⁵ Σ a ¹⁵ ŋ,i ⁵ + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo049,ei,2.sg.3.pl.fut.aff,ì éi ǎŋ,ì Σ ǎŋ,ì+Σ+ǎŋ,i ¹ Σ a ¹⁵ ŋ,i ¹ + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo050,mu,2.sg.3.pl.fut.aff,í m̥ù ǎŋ,í Σ ǎŋ,í+Σ+ǎŋ,i ⁵ Σ a ¹⁵ ŋ,i ⁵ + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo051,ei,2.pl.3.sg.fut.aff,ìn éi ǎŋ,ìn Σ ǎŋ,ì+n+Σ+ǎŋ,i ¹ n Σ a ¹⁵ ŋ,i ¹ + n + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo052,mu,2.pl.3.sg.fut.aff,ǐn m̥ù ǎŋ,ǐn Σ ǎŋ,ǐ+n+Σ+ǎŋ,i ¹⁵ n Σ a ¹⁵ ŋ,i ¹⁵ + n + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo053,ei,2.pl.3.pl.fut.aff,ìn éi ǎŋ,ìn Σ ǎŋ,ì+n+Σ+ǎŋ,i ¹ n Σ a ¹⁵ ŋ,i ¹ + n + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo054,mu,2.pl.3.pl.fut.aff,ǐn m̥ù ǎŋ,ǐn Σ ǎŋ,ǐ+n+Σ+ǎŋ,i ¹⁵ n Σ a ¹⁵ ŋ,i ¹⁵ + n + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo055,kal,3.sg.fut.aff,à kál ǎŋ,à Σ ǎŋ,à+Σ+ǎŋ,a ¹ Σ a ¹⁵ ŋ,a ¹ + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo056,tʰo:,3.sg.fut.aff,á tʰò: ǎŋ,á Σ ǎŋ,á+Σ+ǎŋ,a ⁵ Σ a ¹⁵ ŋ,a ⁵ + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo057,kal,3.pl.fut.aff,àn kál ǎŋ,àn Σ ǎŋ,à+n+Σ+ǎŋ,a ¹ n Σ a ¹⁵ ŋ,a ¹ + n + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo058,tʰo:,3.pl.fut.aff,ǎn tʰò: ǎŋ,ǎn Σ ǎŋ,ǎ+n+Σ+ǎŋ,a ¹⁵ n Σ a ¹⁵ ŋ,a ¹⁵ + n + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo059,ei,3.sg.1.sg.fut.aff,mìn éi ǎŋ,mìn Σ ǎŋ,mìn+Σ+ǎŋ,m i ¹ n Σ a ¹⁵ ŋ,m i ¹ n + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo060,ei,3.sg.1.sg.fut.aff,mì éi ǎŋ,mì Σ ǎŋ,mì+Σ+ǎŋ,m i ¹ Σ a ¹⁵ ŋ,m i ¹ + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo061,mu,3.sg.1.sg.fut.aff,mǐn m̥ù ǎŋ,mǐn Σ ǎŋ,mǐn+Σ+ǎŋ,m i ¹⁵ n Σ a ¹⁵ ŋ,m i ¹⁵ n + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo062,mu,3.sg.1.sg.fut.aff,mí m̥ù ǎŋ,mí Σ ǎŋ,mí+Σ+ǎŋ,m i ⁵ Σ a ¹⁵ ŋ,m i ⁵ + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo063,ei,3.sg.1.pl.fut.aff,mìn éi ǎŋ,mìn Σ ǎŋ,mìn+Σ+ǎŋ,m i ¹ n Σ a ¹⁵ ŋ,m i ¹ n + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo064,mu,3.sg.1.pl.fut.aff,mǐn m̥ù ǎŋ,mǐn Σ ǎŋ,mǐn+Σ+ǎŋ,m i ¹⁵ n Σ a ¹⁵ ŋ,m i ¹⁵ n + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo065,ei,3.pl.1.sg.fut.aff,mìn éi ǎŋ,mìn Σ ǎŋ,mìn+Σ+ǎŋ,m i ¹ n Σ a ¹⁵ ŋ,m i ¹ n + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo066,mu,3.pl.1.sg.fut.aff,mǐn m̥ù ǎŋ,mǐn Σ ǎŋ,mǐn+Σ+ǎŋ,m i ¹⁵ n Σ a ¹⁵ ŋ,m i ¹⁵ n + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo067,ei,3.pl.1.pl.fut.aff,mìn éi ǎŋ,mìn Σ ǎŋ,mìn+Σ+ǎŋ,m i ¹ n Σ a ¹⁵ ŋ,m i ¹ n + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo068,mu,3.pl.1.pl.fut.aff,mǐn m̥ù ǎŋ,mǐn Σ ǎŋ,mǐn+Σ+ǎŋ,m i ¹⁵ n Σ a ¹⁵ ŋ,m i ¹⁵ n + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo069,ei,3.sg.2.sg.fut.aff,à éi àŋ tsé,à Σ àŋ tsé,à+Σ+àŋ+tsé,a ¹ Σ a ¹ ŋ ts e ⁵,a ¹ + Σ + a ¹ ŋ + ts e ⁵,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo070,mu,3.sg.2.sg.fut.aff,á m̥ù àŋ tsé,á Σ àŋ tsé,á+Σ+àŋ+tsé,a ⁵ Σ a ¹ ŋ ts e ⁵,a ⁵ + Σ + a ¹ ŋ + ts e ⁵,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo071,ei,3.sg.2.pl.fut.aff,à éi àŋ tsé ú,à Σ àŋ tsé ú,à+Σ+àŋ+tsé+ú,a ¹ Σ a ¹ ŋ ts e ⁵ u ⁵,a ¹ + Σ + a ¹ ŋ + ts e ⁵ + u ⁵,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo072,mu,3.sg.2.pl.fut.aff,á m̥ù àŋ tsé ú,á Σ àŋ tsé ú,á+Σ+àŋ+tsé+ú,a ⁵ Σ a ¹ ŋ ts e ⁵ u ⁵,a ⁵ + Σ + a ¹ ŋ + ts e ⁵ + u ⁵,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo073,ei,3.pl.2.sg.fut.aff,àn éi àŋ tsé,àn Σ àŋ tsé,à+n+Σ+àŋ+tsé,a ¹ n Σ a ¹ ŋ ts e ⁵,a ¹ + n + Σ + a ¹ ŋ + ts e ⁵,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo074,mu,3.pl.2.sg.fut.aff,ǎn m̥ù àŋ tsé,ǎn Σ àŋ tsé,ǎ+n+Σ+àŋ+tsé,a ¹⁵ n Σ a ¹ ŋ ts e ⁵,a ¹⁵ + n + Σ + a ¹ ŋ + ts e ⁵,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo075,ei,3.pl.2.pl.fut.aff,àn éi àŋ tsé ú,àn Σ àŋ tsé ú,à+n+Σ+àŋ+tsé+ú,a ¹ n Σ a ¹ ŋ ts e ⁵ u ⁵,a ¹ + n + Σ + a ¹ ŋ + ts e ⁵ + u ⁵,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo076,mu,3.pl.2.pl.fut.aff,ǎn m̥ù àŋ tsé ú,ǎn Σ àŋ tsé ú,ǎ+n+Σ+àŋ+tsé+ú,a ¹⁵ n Σ a ¹ ŋ ts e ⁵ u ⁵,a ¹⁵ + n + Σ + a ¹ ŋ + ts e ⁵ + u ⁵,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo077,ei,3.sg.3.sg.fut.aff,à éi ǎŋ,à Σ ǎŋ,à+Σ+ǎŋ,a ¹ Σ a ¹⁵ ŋ,a ¹ + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo078,mu,3.sg.3.sg.fut.aff,á m̥ù ǎŋ,á Σ ǎŋ,á+Σ+ǎŋ,a ⁵ Σ a ¹⁵ ŋ,a ⁵ + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo079,ei,3.sg.3.pl.fut.aff,à éi ǎŋ,à Σ ǎŋ,à+Σ+ǎŋ,a ¹ Σ a ¹⁵ ŋ,a ¹ + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo080,mu,3.sg.3.pl.fut.aff,á m̥ù ǎŋ,á Σ ǎŋ,á+Σ+ǎŋ,a ⁵ Σ a ¹⁵ ŋ,a ⁵ + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo081,ei,3.pl.3.sg.fut.aff,àn éi ǎŋ,àn Σ ǎŋ,à+n+Σ+ǎŋ,a ¹ n Σ a ¹⁵ ŋ,a ¹ + n + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo082,mu,3.pl.3.sg.fut.aff,ǎn m̥ù ǎŋ,ǎn Σ ǎŋ,ǎ+n+Σ+ǎŋ,a ¹⁵ n Σ a ¹⁵ ŋ,a ¹⁵ + n + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo083,ei,3.pl.3.pl.fut.aff,àn éi ǎŋ,àn Σ ǎŋ,à+n+Σ+ǎŋ,a ¹ n Σ a ¹⁵ ŋ,a ¹ + n + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo084,mu,3.pl.3.pl.fut.aff,ǎn m̥ù ǎŋ,ǎn Σ ǎŋ,ǎ+n+Σ+ǎŋ,a ¹⁵ n Σ a ¹⁵ ŋ,a ¹⁵ + n + Σ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo085,kal,1.sg.fut.neg,kà kál lòu ǎŋ,kà Σ lòu ǎŋ,kà+Σ+lòu+ǎŋ,k a ¹ Σ l ou ¹ a ¹⁵ ŋ,k a ¹ + Σ + l ou ¹ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo086,tʰo:,1.sg.fut.neg,ká tʰò lòu ǎŋ,ká Σ lòu ǎŋ,ká+Σ+lòu+ǎŋ,k a ⁵ Σ l ou ¹ a ¹⁵ ŋ,k a ⁵ + Σ + l ou ¹ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo087,kal,1.pl.fut.neg,kàn kál lòu ǎŋ,kàn Σ lòu ǎŋ,kà+n+Σ+lòu+ǎŋ,k a ¹ n Σ l ou ¹ a ¹⁵ ŋ,k a ¹ + n + Σ + l ou ¹ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo088,tʰo:,1.pl.fut.neg,kǎn tʰò lòu ǎŋ,kǎn Σ lòu ǎŋ,kǎ+n+Σ+lòu+ǎŋ,k a ¹⁵ n Σ l ou ¹ a ¹⁵ ŋ,k a ¹⁵ + n + Σ + l ou ¹ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo089,ei,1.sg.2.sg.fut.neg,kà éi lòu àŋ tsé,kà Σ lòu àŋ tsé,kà+Σ+lòu+àŋ+tsé,k a ¹ Σ l ou ¹ a ¹ ŋ ts e ⁵,k a ¹ + Σ + l ou ¹ + a ¹ ŋ + ts e ⁵,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo090,mu,1.sg.2.sg.fut.neg,ká m̥ù lòu àŋ tsé,ká Σ lòu àŋ tsé,ká+Σ+lòu+àŋ+tsé,k a ⁵ Σ l ou ¹ a ¹ ŋ ts e ⁵,k a ⁵ + Σ + l ou ¹ + a ¹ ŋ + ts e ⁵,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo091,ei,1.sg.2.pl.fut.neg,kà éi lòu àŋ tsé ú,kà Σ lòu àŋ tsé ú,kà+Σ+lòu+àŋ+tsé+ú,k a ¹ Σ l ou ¹ a ¹ ŋ ts e ⁵ u ⁵,k a ¹ + Σ + l ou ¹ + a ¹ ŋ + ts e ⁵ + u ⁵,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo092,ei,1.sg.3.pl.fut.neg,kà éi lòu ǎŋ,kà Σ lòu ǎŋ,kà+Σ+lòu+ǎŋ,k a ¹ Σ l ou ¹ a ¹⁵ ŋ,k a ¹ + Σ + l ou ¹ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo093,mu,1.sg.2.pl.fut.neg,ká m̥ù lòu àŋ tsé ú,ká Σ lòu àŋ tsé ú,ká+Σ+lòu+àŋ+tsé+ú,k a ⁵ Σ l ou ¹ a ¹ ŋ ts e ⁵ u ⁵,k a ⁵ + Σ + l ou ¹ + a ¹ ŋ + ts e ⁵ + u ⁵,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo094,mu,1.sg.3.pl.fut.neg,ká m̥ù lòu ǎŋ,ká Σ lòu ǎŋ,ká+Σ+lòu+ǎŋ,k a ⁵ Σ l ou ¹ a ¹⁵ ŋ,k a ⁵ + Σ + l ou ¹ + a ¹⁵ ŋ,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo095,ei,1.pl.2.sg.fut.neg,kàn éi lòu àŋ tsé,kàn Σ lòu àŋ tsé,kà+n+Σ+lòu+àŋ+tsé,k a ¹ n Σ l ou ¹ a ¹ ŋ ts e ⁵,k a ¹ + n + Σ + l ou ¹ + a ¹ ŋ + ts e ⁵,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo096,mu,1.pl.2.sg.fut.neg,kǎn m̥ù lòu àŋ tsé,kǎn Σ lòu àŋ tsé,kǎ+n+Σ+lòu+àŋ+tsé,k a ¹⁵ n Σ l ou ¹ a ¹ ŋ ts e ⁵,k a ¹⁵ + n + Σ + l ou ¹ + a ¹ ŋ + ts e ⁵,unspecified,Lalhminghlui2026Mizo,nopage,mizo
