form_id,lexeme,cell,source_form,orth_form,analysed_orth_form,phon_form,analysed_phon_form,variants_tag,source,page,language_id
mizo234,mu,1.sg.2.sg.nfut.neg,ká m̥ù lòu tsé,ká Σ lòu tsé,ká+Σ+lòu+tsé,k a ⁵ Σ l ou ¹ ts e ⁵,k a ⁵ + Σ + l ou ¹ + ts e ⁵,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo235,ei,1.sg.2.pl.nfut.neg,kà éi lòu tsé ú,kà Σ lòu tsé ú,kà+Σ+lòu+tsé+ú,k a ¹ Σ l ou ¹ ts e ⁵ u ⁵,k a ¹ + Σ + l ou ¹ + ts e ⁵ + u ⁵,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo236,mu,1.sg.2.pl.nfut.neg,ká m̥ù lòu tsé ú,ká Σ lòu tsé ú,ká+Σ+lòu+tsé+ú,k a ⁵ Σ l ou ¹ ts e ⁵ u ⁵,k a ⁵ + Σ + l ou ¹ + ts e ⁵ + u ⁵,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo237,ei,1.pl.2.sg.nfut.neg,kàn éi lòu tsé,kàn Σ lòu tsé,kà+n+Σ+lòu+tsé,k a ¹ n Σ l ou ¹ ts e ⁵,k a ¹ + n + Σ + l ou ¹ + ts e ⁵,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo238,mu,1.pl.2.sg.nfut.neg,kǎn m̥ù lòu tsé,kǎn Σ lòu tsé,kǎ+n+Σ+lòu+tsé,k a ¹⁵ n Σ l ou ¹ ts e ⁵,k a ¹⁵ + n + Σ + l ou ¹ + ts e ⁵,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo239,ei,1.pl.2.pl.nfut.neg,kàn éi lòu tsé ú,kàn Σ lòu tsé ú,kà+n+Σ+lòu+tsé+ú,k a ¹ n Σ l ou ¹ ts e ⁵ u ⁵,k a ¹ + n + Σ + l ou ¹ + ts e ⁵ + u ⁵,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo240,mu,1.pl.2.pl.nfut.neg,kǎn m̥ù lòu tsé ú,kǎn Σ lòu tsé ú,kǎ+n+Σ+lòu+tsé+ú,k a ¹⁵ n Σ l ou ¹ ts e ⁵ u ⁵,k a ¹⁵ + n + Σ + l ou ¹ + ts e ⁵ + u ⁵,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo241,ei,1.sg.3.sg.nfut.neg,kà éi lòu,kà Σ lòu,kà+Σ+lòu,k a ¹ Σ l ou ¹,k a ¹ + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo242,mu,1.sg.3.sg.nfut.neg,ká m̥ù lòu,ká Σ lòu,ká+Σ+lòu,k a ⁵ Σ l ou ¹,k a ⁵ + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo243,ei,1.sg.3.pl.nfut.neg,kà éi lòu,kà Σ lòu,kà+Σ+lòu,k a ¹ Σ l ou ¹,k a ¹ + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo244,mu,1.sg.3.pl.nfut.neg,ká m̥ù lòu,ká Σ lòu,ká+Σ+lòu,k a ⁵ Σ l ou ¹,k a ⁵ + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo245,ei,1.pl.3.sg.nfut.neg,kàn éi lòu,kàn Σ lòu,kà+n+Σ+lòu,k a ¹ n Σ l ou ¹,k a ¹ + n + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo246,mu,1.pl.3.sg.nfut.neg,kǎn m̥ù lòu,kǎn Σ lòu,kǎ+n+Σ+lòu,k a ¹⁵ n Σ l ou ¹,k a ¹⁵ + n + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo247,ei,1.pl.3.pl.nfut.neg,kàn éi lòu,kàn Σ lòu,kà+n+Σ+lòu,k a ¹ n Σ l ou ¹,k a ¹ + n + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo248,mu,1.pl.3.pl.nfut.neg,kǎn m̥ù lòu,kǎn Σ lòu,kǎ+n+Σ+lòu,k a ¹⁵ n Σ l ou ¹,k a ¹⁵ + n + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo249,kal,2.sg.nfut.neg,ì kál lòu,ì Σ lòu,ì+Σ+lòu,i ¹ Σ l ou ¹,i ¹ + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo250,tʰo:,2.sg.nfut.neg,í tʰò lòu,í Σ lòu,í+Σ+lòu,i ⁵ Σ l ou ¹,i ⁵ + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo251,kal,2.pl.nfut.neg,ìn kál lòu,ìn Σ lòu,ì+n+Σ+lòu,i ¹ n Σ l ou ¹,i ¹ + n + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo252,tʰo:,2.pl.nfut.neg,ǐn tʰò lòu,ǐn Σ lòu,ǐ+n+Σ+lòu,i ¹⁵ n Σ l ou ¹,i ¹⁵ + n + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo253,ei,2.sg.1.sg.nfut.neg,mìn éi lòu,mìn Σ lòu,mìn+Σ+lòu,m i ¹ n Σ l ou ¹,m i ¹ n + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo254,ei,2.sg.1.sg.nfut.neg,mì éi lòu,mì Σ lòu,mì+Σ+lòu,m i ¹ Σ l ou ¹,m i ¹ + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo255,mu,2.sg.1.sg.nfut.neg,mǐn m̥ù lòu,mǐn Σ lòu,mǐn+Σ+lòu,m i ¹⁵ n Σ l ou ¹,m i ¹⁵ n + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo256,mu,2.sg.1.sg.nfut.neg,mí m̥ù lòu,mí Σ lòu,mí+Σ+lòu,m i ⁵ Σ l ou ¹,m i ⁵ + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo257,ei,2.sg.1.pl.nfut.neg,mìn éi lòu,mìn Σ lòu,mìn+Σ+lòu,m i ¹ n Σ l ou ¹,m i ¹ n + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo258,mu,2.sg.1.pl.nfut.neg,mǐn m̥ù lòu,mǐn Σ lòu,mǐn+Σ+lòu,m i ¹⁵ n Σ l ou ¹,m i ¹⁵ n + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo259,ei,2.pl.1.sg.nfut.neg,mìn éi lòu,mìn Σ lòu,mìn+Σ+lòu,m i ¹ n Σ l ou ¹,m i ¹ n + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo260,mu,2.pl.1.sg.nfut.neg,mǐn m̥ù lòu,mǐn Σ lòu,mǐn+Σ+lòu,m i ¹⁵ n Σ l ou ¹,m i ¹⁵ n + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo261,ei,2.pl.1.pl.nfut.neg,mìn éi lòu,mìn Σ lòu,mìn+Σ+lòu,m i ¹ n Σ l ou ¹,m i ¹ n + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo262,mu,2.pl.1.pl.nfut.neg,mǐn m̥ù lòu,mǐn Σ lòu,mǐn+Σ+lòu,m i ¹⁵ n Σ l ou ¹,m i ¹⁵ n + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo263,ei,2.sg.3.sg.nfut.neg,ì éi lòu,ì Σ lòu,ì+Σ+lòu,i ¹ Σ l ou ¹,i ¹ + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo264,mu,2.sg.3.sg.nfut.neg,í m̥ù lòu,í Σ lòu,í+Σ+lòu,i ⁵ Σ l ou ¹,i ⁵ + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo265,ei,2.sg.3.pl.nfut.neg,ì éi lòu,ì Σ lòu,ì+Σ+lòu,i ¹ Σ l ou ¹,i ¹ + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo266,mu,2.sg.3.pl.nfut.neg,í m̥ù lòu,í Σ lòu,í+Σ+lòu,i ⁵ Σ l ou ¹,i ⁵ + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo267,ei,2.pl.3.sg.nfut.neg,ìn éi lòu,ìn Σ lòu,ì+n+Σ+lòu,i ¹ n Σ l ou ¹,i ¹ + n + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo268,mu,2.pl.3.sg.nfut.neg,ǐn m̥ù lòu,ǐn Σ lòu,ǐ+n+Σ+lòu,i ¹⁵ n Σ l ou ¹,i ¹⁵ + n + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo269,ei,2.pl.3.pl.nfut.neg,ìn éi lòu,ìn Σ lòu,ì+n+Σ+lòu,i ¹ n Σ l ou ¹,i ¹ + n + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo270,mu,2.pl.3.pl.nfut.neg,ǐn m̥ù lòu,ǐn Σ lòu,ǐ+n+Σ+lòu,i ¹⁵ n Σ l ou ¹,i ¹⁵ + n + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo271,kal,3.sg.nfut.neg,à kál lòu,à Σ lòu,à+Σ+lòu,a ¹ Σ l ou ¹,a ¹ + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo272,tʰo:,3.sg.nfut.neg,á tʰò lòu,á Σ lòu,á+Σ+lòu,a ⁵ Σ l ou ¹,a ⁵ + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo273,kal,3.pl.nfut.neg,àn kál lòu,àn Σ lòu,à+n+Σ+lòu,a ¹ n Σ l ou ¹,a ¹ + n + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo274,tʰo:,3.pl.nfut.neg,ǎn tʰò lòu,ǎn Σ lòu,ǎ+n+Σ+lòu,a ¹⁵ n Σ l ou ¹,a ¹⁵ + n + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo275,ei,3.sg.1.sg.nfut.neg,mìn éi lòu,mìn Σ lòu,mìn+Σ+lòu,m i ¹ n Σ l ou ¹,m i ¹ n + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo276,ei,3.sg.1.sg.nfut.neg,mì éi lòu,mì Σ lòu,mì+Σ+lòu,m i ¹ Σ l ou ¹,m i ¹ + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo277,mu,3.sg.1.sg.nfut.neg,mǐn m̥ù lòu,mǐn Σ lòu,mǐn+Σ+lòu,m i ¹⁵ n Σ l ou ¹,m i ¹⁵ n + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo278,mu,3.sg.1.sg.nfut.neg,mí m̥ù lòu,mí Σ lòu,mí+Σ+lòu,m i ⁵ Σ l ou ¹,m i ⁵ + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo279,ei,3.sg.1.pl.nfut.neg,mìn éi lòu,mìn Σ lòu,mìn+Σ+lòu,m i ¹ n Σ l ou ¹,m i ¹ n + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo280,mu,3.sg.1.pl.nfut.neg,mǐn m̥ù lòu,mǐn Σ lòu,mǐn+Σ+lòu,m i ¹⁵ n Σ l ou ¹,m i ¹⁵ n + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo281,ei,3.pl.1.sg.nfut.neg,mìn éi lòu,mìn Σ lòu,mìn+Σ+lòu,m i ¹ n Σ l ou ¹,m i ¹ n + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo282,mu,3.pl.1.sg.nfut.neg,mǐn m̥ù lòu,mǐn Σ lòu,mǐn+Σ+lòu,m i ¹⁵ n Σ l ou ¹,m i ¹⁵ n + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo283,ei,3.pl.1.pl.nfut.neg,mìn éi lòu,mìn Σ lòu,mìn+Σ+lòu,m i ¹ n Σ l ou ¹,m i ¹ n + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo284,mu,3.pl.1.pl.nfut.neg,mǐn m̥ù lòu,mǐn Σ lòu,mǐn+Σ+lòu,m i ¹⁵ n Σ l ou ¹,m i ¹⁵ n + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo285,ei,3.sg.2.sg.nfut.neg,à éi lòu tsé,à Σ lòu tsé,à+Σ+lòu+tsé,a ¹ Σ l ou ¹ ts e ⁵,a ¹ + Σ + l ou ¹ + ts e ⁵,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo286,mu,3.sg.2.sg.nfut.neg,á m̥ù lòu tsé,á Σ lòu tsé,á+Σ+lòu+tsé,a ⁵ Σ l ou ¹ ts e ⁵,a ⁵ + Σ + l ou ¹ + ts e ⁵,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo287,ei,3.sg.2.pl.nfut.neg,à éi lòu tsé ú,à Σ lòu tsé ú,à+Σ+lòu+tsé+ú,a ¹ Σ l ou ¹ ts e ⁵ u ⁵,a ¹ + Σ + l ou ¹ + ts e ⁵ + u ⁵,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo288,mu,3.sg.2.pl.nfut.neg,á m̥ù lòu tsé ú,á Σ lòu tsé ú,á+Σ+lòu+tsé+ú,a ⁵ Σ l ou ¹ ts e ⁵ u ⁵,a ⁵ + Σ + l ou ¹ + ts e ⁵ + u ⁵,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo289,ei,3.pl.2.sg.nfut.neg,àn éi lòu tsé,àn Σ lòu tsé,à+n+Σ+lòu+tsé,a ¹ n Σ l ou ¹ ts e ⁵,a ¹ + n + Σ + l ou ¹ + ts e ⁵,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo290,mu,3.pl.2.sg.nfut.neg,ǎn m̥ù lòu tsé,ǎn Σ lòu tsé,ǎ+n+Σ+lòu+tsé,a ¹⁵ n Σ l ou ¹ ts e ⁵,a ¹⁵ + n + Σ + l ou ¹ + ts e ⁵,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo291,ei,3.pl.2.pl.nfut.neg,àn éi lòu tsé ú,àn Σ lòu tsé ú,à+n+Σ+lòu+tsé+ú,a ¹ n Σ l ou ¹ ts e ⁵ u ⁵,a ¹ + n + Σ + l ou ¹ + ts e ⁵ + u ⁵,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo292,mu,3.pl.2.pl.nfut.neg,ǎn m̥ù lòu tsé ú,ǎn Σ lòu tsé ú,ǎ+n+Σ+lòu+tsé+ú,a ¹⁵ n Σ l ou ¹ ts e ⁵ u ⁵,a ¹⁵ + n + Σ + l ou ¹ + ts e ⁵ + u ⁵,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo293,ei,3.sg.3.sg.nfut.neg,à éi lòu,à Σ lòu,à+Σ+lòu,a ¹ Σ l ou ¹,a ¹ + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo294,mu,3.sg.3.sg.nfut.neg,á m̥ù lòu,á Σ lòu,á+Σ+lòu,a ⁵ Σ l ou ¹,a ⁵ + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo295,ei,3.sg.3.pl.nfut.neg,à éi lòu,à Σ lòu,à+Σ+lòu,a ¹ Σ l ou ¹,a ¹ + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo296,mu,3.sg.3.pl.nfut.neg,á m̥ù lòu,á Σ lòu,á+Σ+lòu,a ⁵ Σ l ou ¹,a ⁵ + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo297,ei,3.pl.3.sg.nfut.neg,àn éi lòu,àn Σ lòu,à+n+Σ+lòu,a ¹ n Σ l ou ¹,a ¹ + n + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo298,mu,3.pl.3.sg.nfut.neg,ǎn m̥ù lòu,ǎn Σ lòu,ǎ+n+Σ+lòu,a ¹⁵ n Σ l ou ¹,a ¹⁵ + n + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo299,ei,3.pl.3.pl.nfut.neg,àn éi lòu,àn Σ lòu,à+n+Σ+lòu,a ¹ n Σ l ou ¹,a ¹ + n + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
mizo300,mu,3.pl.3.pl.nfut.neg,ǎn m̥ù lòu,ǎn Σ lòu,ǎ+n+Σ+lòu,a ¹⁵ n Σ l ou ¹,a ¹⁵ + n + Σ + l ou ¹,unspecified,Lalhminghlui2026Mizo,nopage,mizo
